timestamp,_id,timestamp
2018-10-20 01:00:00,0,0
2018-10-20 02:00:00,0,0
2018-10-20 03:00:00,0,0
2018-10-20 04:00:00,0,0
2018-10-20 05:00:00,0,0
2018-10-20 06:00:00,0,0
2018-10-20 07:00:00,0,0
2018-10-20 08:00:00,0,0
2018-10-20 09:00:00,0,0
2018-10-20 10:00:00,0,0
2018-10-20 11:00:00,0,0
2018-10-20 12:00:00,0,0
2018-10-20 13:00:00,0,0
2018-10-20 14:00:00,0,0
2018-10-20 15:00:00,0,0
2018-10-20 16:00:00,0,0
2018-10-20 17:00:00,0,0
2018-10-20 18:00:00,0,0
2018-10-20 19:00:00,0,0
2018-10-20 20:00:00,0,0
2018-10-20 21:00:00,0,0
2018-10-20 22:00:00,0,0
2018-10-20 23:00:00,0,0
2018-10-21 00:00:00,0,0
2018-10-21 01:00:00,0,0
2018-10-21 02:00:00,0,0
2018-10-21 03:00:00,0,0
2018-10-21 04:00:00,0,0
2018-10-21 05:00:00,0,0
2018-10-21 06:00:00,0,0
2018-10-21 07:00:00,0,0
2018-10-21 08:00:00,0,0
2018-10-21 09:00:00,0,0
2018-10-21 10:00:00,0,0
2018-10-21 11:00:00,0,0
2018-10-21 12:00:00,0,0
2018-10-21 13:00:00,0,0
2018-10-21 14:00:00,0,0
2018-10-21 15:00:00,0,0
2018-10-21 16:00:00,0,0
2018-10-21 17:00:00,0,0
2018-10-21 18:00:00,0,0
2018-10-21 19:00:00,0,0
2018-10-21 20:00:00,0,0
2018-10-21 21:00:00,0,0
2018-10-21 22:00:00,0,0
2018-10-21 23:00:00,0,0
2018-10-22 00:00:00,0,0
2018-10-22 01:00:00,0,0
2018-10-22 02:00:00,0,0
2018-10-22 03:00:00,0,0
2018-10-22 04:00:00,0,0
2018-10-22 05:00:00,0,0
2018-10-22 06:00:00,0,0
2018-10-22 07:00:00,140,140
2018-10-22 08:00:00,325,325
2018-10-22 09:00:00,251,251
2018-10-22 10:00:00,248,248
2018-10-22 11:00:00,280,280
2018-10-22 12:00:00,326,326
2018-10-22 13:00:00,341,341
2018-10-22 14:00:00,341,341
2018-10-22 15:00:00,295,295
2018-10-22 16:00:00,244,244
2018-10-22 17:00:00,325,325
2018-10-22 18:00:00,367,367
2018-10-22 19:00:00,263,263
2018-10-22 20:00:00,210,210
2018-10-22 21:00:00,199,199
2018-10-22 22:00:00,174,174
2018-10-22 23:00:00,116,116
2018-10-23 00:00:00,26,26
2018-10-23 01:00:00,32,32
2018-10-23 02:00:00,20,20
2018-10-23 03:00:00,21,21
2018-10-23 04:00:00,35,35
2018-10-23 05:00:00,69,69
2018-10-23 06:00:00,131,131
